SampleID	gut	soil	Unknown
paleofeces_SRR12557704_metaphlan_output	0.04647058823529412	0.0	0.9535294117647061
paleofeces_SRR12557705_metaphlan_output	0.016941176470588234	0.0	0.9830588235294118
paleofeces_SRR12557706_metaphlan_output	0.13029411764705884	0.0	0.8697058823529412
paleofeces_SRR12557707_metaphlan_output	0.1496470588235294	0.0	0.8503529411764704
paleofeces_SRR12557711_metaphlan_output	0.09723529411764706	0.0	0.9027647058823529
paleofeces_SRR12557722_metaphlan_output	0.0808235294117647	0.0	0.9191764705882353
paleofeces_SRR12557733_metaphlan_output	0.009294117647058822	0.0	0.9907058823529411
paleofeces_SRR12557734_metaphlan_output	0.014294117647058823	0.0	0.9857058823529412
